Company,UNIT NUMBER,UNIT STATUS,CATEGORY,CATEGORY_CLASS_DESC,YEAR,MAKE,MODEL,IN SERVICE DATE,DISPOSAL DATE,Meter
Company C,04U331777,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,169580
Company C,04U331782,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,03/22/2024,11
Company C,04U331783,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,02/21/2024,139793
Company C,04U331784,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,09/15/2023,1
Company C,04U331786,FOR SALE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,11/06/2023,0
Company C,04U331789,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,28,09/28/2017,09/15/2023,105448
Company C,04U350919,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,,148120
Company C,04U350920,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,1
Company C,04U420404,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,243888
Company C,04U420405,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,11
Company C,04U420406,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,238901
Company C,04U420440,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,05/13/2024,122290
Company C,04U420442,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,,25947
Company C,04U420444,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,04/17/2024,176355
Company C,04U420446,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,154473
Company C,04U420447,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,06/19/2023,145211
Company C,04U420449,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,03/01/2024,156982
Company C,04U420451,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,04/24/2024,158921
Company C,04U420452,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,11/06/2023,103767
Company C,04U420453,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,05/13/2024,158381
Company C,04U420454,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,08/15/2017,01/30/2024,29651
Company C,04U420455,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,110051
Company C,04U420456,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,09/09/2024,177050
Company C,04U420457,PENDING DECOMMISSION,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,09/09/2024,156137
Company C,04U420458,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,11
Company C,04U420461,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,134595
Company C,04U420462,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,1
Company C,04U420463,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,155516
Company C,04U420464,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,196128
Company C,04U420465,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,119456
Company C,04U420466,PENDING DECOMMISSION,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,09/09/2024,187208
Company C,04U420468,SOLD,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,01/25/2024,152372
Company C,04U420469,SCRAPPED,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,01/26/2024,1
Company C,04U420470,IN SERVICE,TRAILER-DRY,Trailer,2004,TRAILMOBILE,35,09/28/2017,,197520
Company B,050011490,SCRAPPED,LG-R-RAIL,Liftgate,2000,MAXON,BMR 5500,10/31/2002,07/14/2023,0
Company B,05030351T,SCRAPPED,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,09/30/2003,01/30/2024,0
Company B,05030354T,SCRAPPED,LG-R-RAIL,Liftgate,2004,MAXON,BMR 5500,09/30/2003,12/31/2024,0
Company B,05030355T,IN SERVICE,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,09/30/2003,,0
Company B,05030357T,SCRAPPED,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,09/30/2003,12/22/2023,0
Company B,050543366,IN SERVICE,LG-R-RAIL,Liftgate,2005,MAXON,BMR 5500,05/02/2008,,0
Company B,050543638,PENDING DECOMMISSION,LG-R-RAIL,Liftgate,2005,MAXON,BMR 5500,02/22/2011,12/31/2024,0
Company B,050543649,SCRAPPED,LG-R-RAIL,Liftgate,2005,MAXON,BMR 5500,02/22/2011,01/26/2024,0
Company A,0507111236,IN SERVICE,LG-R-RAIL,Liftgate,2007,MAXON,BMR 5500,08/01/2007,,0
Company B,0509151375,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/15/2011,,0
Company B,0509151396,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,04/15/2011,,0
Company C,05B325528,IN SERVICE,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,01/05/2017,,358441
Company C,05B325529,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,01/05/2017,05/10/2024,278005
Company C,05B325531,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,01/05/2017,04/29/2024,232499
Company C,05B325532,IN SERVICE,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,01/05/2017,,296174
Company C,05B325537,IN SERVICE,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,01/05/2017,,202906
Company C,05B325567,IN SERVICE,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,03/29/2017,,231737
Company C,05B325568,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,03/29/2019,02/20/2024,274518
Company C,05B412147,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,02/16/2015,03/28/2024,77163
Company C,05B600407,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,09/08/2015,03/15/2024,229459
Company C,05B600417,IN SERVICE,TRAC-HIKER,Tractor,2005,FREIGHTLINER,M2,02/16/2015,,166552
Company C,05B600423,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,10/15/2018,03/28/2024,224170
Company C,05B600426,SOLD,TRAC-DAY-SING,Tractor,2005,FREIGHTLINER,M2,03/10/2016,04/02/2024,447605
Company C,05G332217,IN SERVICE,FORK,Material Handling Equipment,2005,CATERPILLAR,EC20K,09/28/2017,,2031
Company C,05G332218,IN SERVICE,FORK,Material Handling Equipment,2005,CATERPILLAR,EC20K,09/28/2017,,2201
Company C,05G332220,IN SERVICE,FORK,Material Handling Equipment,2005,CATERPILLAR,EC20K,09/28/2017,,1
Company C,05G332221,IN SERVICE,FORK,Material Handling Equipment,2005,CATERPILLAR,EC20K,09/28/2017,,10
Company C,05G332224,IN SERVICE,FORK,Material Handling Equipment,2005,CATERPILLAR,EC30K,08/15/2017,,1
Company C,05G332227,SCRAPPED,FORK,Material Handling Equipment,2005,CATERPILLAR,EC30K,08/15/2017,12/30/2023,0
Company C,05G429053,IN SERVICE,FORK,Material Handling Equipment,2005,HYSTER,E60,09/28/2017,,16700
Company C,05S332077,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,10/27/2017,,30725
Company C,05S332121,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,10/27/2017,,383381
Company C,05S332123,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,10/27/2017,,343925
Company C,05S332126,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,10/27/2017,,621679
Company C,05S332137,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,09/28/2017,,532034
Company C,05S382325,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,07/01/2016,,482309
Company C,05S382464,IN SERVICE,TRAC-DAY-TAND,Tractor,2005,FREIGHTLINER,COLUMBIA,07/01/2016,,0
Company C,05T382328,IN SERVICE,TRAILER-STORA,Trailer,2005,TRAILMOBILE,45,07/01/2016,,0
Company C,05T382331,IN SERVICE,TRAILER-STORA,Trailer,2005,TRAILMOBILE,45,07/01/2016,,0
Company C,05T420491,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,286280
Company C,05T420492,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,2402
Company C,05T420493,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,9652
Company C,05T420494,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,377365
Company C,05T420495,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,141438
Company C,05T420496,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,210364
Company C,05T420497,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,1
Company C,05T420498,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,407934
Company C,05T420499,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,254308
Company C,05T420500,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,292073
Company C,05T420501,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,285020
Company C,05T420502,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,145579
Company C,05T420503,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,237993
Company C,05T420504,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,2
Company C,05T420505,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,48,10/17/2017,,248438
Company C,05T420506,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,45,09/28/2017,,228492
Company C,05T420508,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,45,09/28/2017,,189090
Company C,05T420509,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,45,09/28/2017,,1
Company C,05T420510,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,45,08/15/2017,,1
Company C,05U325497,IN SERVICE,TRAILER-STORA,Trailer,2005,TRAILMOBILE,35,03/29/2017,,0
Company C,05U332031,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,1
Company C,05U332032,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,1
Company C,05U332033,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,100
Company C,05U332035,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,01/26/2024,100
Company C,05U332036,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,1
Company C,05U332038,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,01/17/2024,209172
Company C,05U332040,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,155230
Company C,05U332041,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,100
Company C,05U332042,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,07/18/2023,0
Company C,05U332043,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,01/17/2024,1
Company C,05U332044,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,173172
Company C,05U332045,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,07/18/2023,100
Company C,05U332046,SCRAPPED,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,01/26/2024,1
Company C,05U332047,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,276261
Company C,05U332048,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,06/10/2024,131594
Company C,05U332049,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,,235445
Company C,05U332050,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,,118591
Company C,05U332051,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,151803
Company C,05U332052,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,143866
Company C,05U332053,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,09/26/2023,114075
Company C,05U332054,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,09/26/2023,127846
Company C,05U332056,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,,167384
Company C,05U332057,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,175489
Company C,05U332058,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,08/06/2024,83835
Company C,05U332059,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,129514
Company C,05U332062,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,10/27/2017,,153632
Company C,05U332064,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,10/27/2017,01/03/2024,18345
Company C,05U332065,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,09/26/2023,166203
Company C,05U332066,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,1
Company C,05U332067,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,08/15/2017,,1
Company C,05U332068,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,117126
Company C,05U382343,SOLD,TRAILER-HTR,Trailer,2005,TRAILMOBILE,35,07/01/2016,06/21/2023,0
Company C,05U382346H,SCRAPPED,HEAT KING,Heater Unit,2004,THERMO KING,HKIII,04/16/2015,10/31/2024,0
Company C,05U382346L,SCRAPPED,LG-R-RAIL,Liftgate,2004,WALTCO,WDV-66,04/16/2015,10/31/2024,0
Company C,05U411069,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,02/20/2024,1
Company C,05U411069L,SCRAPPED,LG-R-RAIL,Liftgate,2004,WALTCO,WDV-66,04/16/2015,02/20/2024,0
Company C,05U411073,IN SERVICE,TRAILER-HTR,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1
Company C,05U518774,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,09/28/2017,,1
Company C,05U600446,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,03/10/2016,09/24/2024,0
Company C,05U600450,IN SERVICE,TRAILER-HTR,Trailer,2005,TRAILMOBILE,35,02/16/2015,,5000
Company C,05U600452,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1
Company C,05U600453,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1
Company C,05U600456,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1
Company C,05U600457,IN SERVICE,TRAILER-HTR,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1234
Company C,05U600460,IN SERVICE,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,,1
Company C,05U600463,SOLD,TRAILER-DRY,Trailer,2005,TRAILMOBILE,35,02/16/2015,03/28/2024,0
Company C,05U600463L,SOLD,LG-R-RAIL,Liftgate,2004,WALTCO,WDV-66,05/07/2015,03/28/2024,0
Company B,060023923,SCRAPPED,LG-R-RAIL,Liftgate,2000,MAXON,BMR 5500,10/01/2001,02/13/2024,0
Company B,060023940,SCRAPPED,LG-R-RAIL,Liftgate,2000,MAXON,BMR 5500,10/01/2001,07/10/2024,0
Company B,06030380M,SCRAPPED,LG-R-RAIL,Liftgate,2003,MAXON,BMR 5500,04/04/2011,06/05/2024,0
Company B,0609152840,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/02/2008,,0
Company B,0609152842,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/02/2008,,0
Company B,0609152843,SCRAPPED,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/02/2008,01/22/2024,0
Company A,0609152859,IN SERVICE,LG-R-RAIL,Liftgate,2009,MAXON,BMR 5500,05/01/2010,,0
Company A,0610169494,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/29/2011,10/03/2023,0
Company A,0610169496,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/29/2011,10/03/2023,0
Company A,0610169501,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/29/2011,10/03/2023,0
Company A,0610169502,SCRAPPED,LG-R-RAIL,Liftgate,2010,MAXON,BMR 5500,03/29/2011,06/16/2023,0
Company C,06B325553,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/29/2017,,301673
Company C,06B325559,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/29/2017,,246357
Company C,06B325560,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/29/2017,,321437
Company C,06B325569,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,08/08/2019,,363839
Company C,06B325570,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,04/23/2024,231604
Company C,06B325571,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,2323864
Company C,06B325573,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/04/2019,,346070
Company C,06B325574,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,373384
Company C,06B325575,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,354105
Company C,06B325650,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,231061
Company C,06B325651,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,224265
Company C,06B325654,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,228603
Company C,06B325657,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/29/2019,,220964
Company C,06B325659,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,215789
Company C,06B325803,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,,326562
Company C,06B325804,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,01/05/2017,04/29/2024,255568
Company C,06B332073,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,06/07/2024,194941
Company C,06B332100,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,12/20/2023,211988
Company C,06B332102,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,03/25/2024,238576
Company C,06B332103,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,,256384
Company C,06B332105,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,02/05/2024,259936
Company C,06B332107,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,06/10/2024,212922
Company C,06B332116,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,12/11/2023,272630
Company C,06B332117,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,04/23/2024,256631
Company C,06B332118,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,02/21/2024,211548
Company C,06B332119,PENDING DECOMMISSION,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,01/31/2025,242697
Company C,06B382429,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,08/29/2019,04/26/2023,0
Company C,06B382435,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/29/2017,,529355
Company C,06B382436,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,03/10/2016,,389983
Company C,06B420586,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,09/28/2017,07/06/2023,0
Company C,06B420588,SOLD,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,08/15/2017,07/06/2023,0
Company C,06B669177,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,,631591
Company C,06G325834,PENDING DECOMMISSION,FORK,Material Handling Equipment,2006,CATERPILLAR,EX4000,03/29/2017,11/20/2024,9011
Company C,06G429069,SCRAPPED,FORK,Material Handling Equipment,2006,HYSTER,E60,09/28/2017,11/25/2024,22459
Company C,06G621154,IN SERVICE,FORK,Material Handling Equipment,2006,CATERPILLAR,EC20K,08/10/2017,,9934
Company C,06G621302,IN SERVICE,FORK,Material Handling Equipment,2006,CATERPILLAR,EX4000,02/16/2015,,1483
Company C,06G621304,IN SERVICE,FORK,Material Handling Equipment,2006,CATERPILLAR,EX4000,11/09/2016,,1379
Company C,06G665722,SCRAPPED,FORK,Material Handling Equipment,2006,CATERPILLAR,E6000,09/28/2017,10/06/2023,26358
Company C,06H325844,PENDING DECOMMISSION,PLTJCK-RIDER,Material Handling Equipment,2006,CATERPILLAR,WR6000,03/29/2017,11/20/2024,1497
Company C,06K428198,SCRAPPED,TRAC-DAY-SING,Tractor,2006,INTERNATIONAL,4300,10/27/2017,12/20/2023,216204
Company C,06K518896,IN SERVICE,TRAC-DAY-SING,Tractor,2006,FREIGHTLINER,M2,10/27/2017,,434932
Company A,06K664990,IN SERVICE,SRVC-RFM,Service Vehicle,2006,GMC,W5500,09/28/2017,,144886
Company C,06P654983,SOLD,SRVC-PICKUP,Service Vehicle,2006,CHEVROLET,SIERRA,08/15/2017,10/06/2023,2688
Company C,06Q325856,IN SERVICE,SCRUB,Material Handling Equipment,2006,TENNANT,5680,03/29/2017,,1192
Company C,06Q325857,IN SERVICE,SCRUB,Material Handling Equipment,2006,TENNANT,5680,04/28/2017,,2589
Company C,06Q621281,IN SERVICE,SCRUB,Material Handling Equipment,2006,TENNANT,5680,03/28/2016,,702
Company C,06Q621285,IN SERVICE,SCRUB,Material Handling Equipment,2006,TENNANT,5680,10/26/2016,,11130
Company C,06S325613,SOLD,TRAC-DAY-TAND,Tractor,2006,INTERNATIONAL,8600,01/18/2019,04/17/2024,360369
Company C,06S325630,SOLD,TRAC-DAY-TAND,Tractor,2006,INTERNATIONAL,8600,04/26/2019,05/03/2024,323870
Company C,06S325634,SOLD,TRAC-DAY-TAND,Tractor,2006,INTERNATIONAL,8600,01/05/2017,05/01/2024,317479
Company C,06S669180,IN SERVICE,TRAC-DAY-TAND,Tractor,2007,INTERNATIONAL,8600,10/27/2017,,314614
Company C,06S669182,IN SERVICE,TRAC-DAY-TAND,Tractor,2007,INTERNATIONAL,8600,10/27/2017,,348377
Company C,06T325860,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,03/29/2017,,1
Company C,06T325863,IN SERVICE,TRAILER-HTR,Trailer,2007,TRAILMOBILE,45,03/29/2017,,0
Company C,06T325864,SOLD,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,01/05/2017,02/20/2024,1
Company B,06T332126,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,154039
Company C,06T332127,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,202115
Company C,06T420538,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,48,10/17/2017,,85525
Company C,06T420539,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,09/28/2017,,452662
Company C,06T600504,SOLD,TRAILER-DRY,Trailer,2006,TRAILMOBILE,48,03/10/2016,10/29/2024,1
Company C,06T662411,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,130143
Company C,06T662412,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,240674
Company C,06T662413,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,09/28/2017,,1
Company C,06T662415,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,1
Company C,06T662416,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,1
Company C,06T662417,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,08/15/2017,,184214
Company C,06T662418,IN SERVICE,TRAILER-DRY,Trailer,2006,TRAILMOBILE,45,10/27/2017,,73570
Company C,06T669049,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,1
Company C,06T669050,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,09/28/2017,,89394
Company C,06T669051,SOLD,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,05/15/2024,172641
Company C,06T669052,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,108010
Company C,06T669053,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,1
Company C,06T669054,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,103067
Company C,06T669055,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,90903
Company C,06T669056,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,09/28/2017,,128013
Company C,06T669057,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,90751
Company C,06T669058,IN SERVICE,TRAILER-DRY,Trailer,2007,TRAILMOBILE,45,08/15/2017,,92961
Company C,06T669059,IN SERVICE,TRAILER-SHUTT,Trailer,2007,TRAILMOBILE,45,08/15/2017,,201982
Company C,06T669060,IN SERVICE,TRAILER-SHUTT,Trailer,2007,TRAILMOBILE,45,08/15/2017,,70458
